id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2959809,MY7,2018-04-14 17:00:00,30.2,44.7,,,,
2959810,HV1,2018-04-14 17:00:00,31.6,35.8,28.7,,,
2959811,GN3,2018-04-14 17:00:00,33.1,40.9,53.8,,,
2959812,GR9,2018-04-14 17:00:00,30.8,40.7,60.1,,,
2959813,LW2,2018-04-14 17:00:00,30.6,33.1,56.6,,,
2959814,GN0,2018-04-14 17:00:00,38.0,35.6,55.7,,,
2959815,KF1,2018-04-14 17:00:00,,,,,,
2959816,CD9,2018-04-14 17:00:00,,,112.2,,,
2959817,CT3,2018-04-14 17:00:00,,,,,,
2959818,CT2,2018-04-14 17:00:00,28.0,,,,,
2959819,BX9,2018-04-14 17:00:00,29.8,,,,,
2959820,BX1,2018-04-14 17:00:00,,,30.1,,,
2959821,TH4,2018-04-14 17:00:00,,,,,,
2959822,ST5,2018-04-14 17:00:00,,15.0,,,,
2959823,RB7,2018-04-14 17:00:00,32.0,40.2,22.2,,,
2959824,TD5,2018-04-14 17:00:00,13.1,,,,,
2959862,CD1,2018-04-14 18:00:00,39.2,61.8,69.7,,,
2959863,BL0,2018-04-14 18:00:00,35.2,46.2,77.8,,,
2959864,GR4,2018-04-14 18:00:00,34.8,44.8,35.7,,,
2959865,MY7,2018-04-14 18:00:00,39.2,55.9,,,,
2959866,HV1,2018-04-14 18:00:00,32.0,34.5,32.9,,,
2959867,GN3,2018-04-14 18:00:00,39.9,46.4,54.9,,,
2959868,GR9,2018-04-14 18:00:00,40.4,50.3,65.9,,,
2959869,LW2,2018-04-14 18:00:00,41.8,47.4,69.8,,,
2959870,GN0,2018-04-14 18:00:00,40.0,37.8,68.9,,,
2959871,KF1,2018-04-14 18:00:00,,,,,,
2959872,CD9,2018-04-14 18:00:00,45.8,53.7,111.9,,,
2959873,CT3,2018-04-14 18:00:00,,,,,,
2959874,CT2,2018-04-14 18:00:00,37.0,,,,,
2959875,BX9,2018-04-14 18:00:00,34.5,,,,,
2959876,BX1,2018-04-14 18:00:00,,,37.4,,,
2959877,TH4,2018-04-14 18:00:00,,,,,,
2959878,ST5,2018-04-14 18:00:00,16.0,17.0,,,,
2959879,RB7,2018-04-14 18:00:00,45.0,50.6,28.1,,,
2959880,TD5,2018-04-14 18:00:00,10.7,,,,,
2959918,CD1,2018-04-14 19:00:00,43.4,49.8,61.4,,,
2959919,BL0,2018-04-14 19:00:00,,55.6,83.2,,,
2959920,GR4,2018-04-14 19:00:00,43.8,51.9,40.9,,,
2959921,MY7,2018-04-14 19:00:00,44.5,58.7,,,,
2959922,HV1,2018-04-14 19:00:00,37.6,40.5,41.9,,,
2959923,GN3,2018-04-14 19:00:00,49.3,54.8,55.5,,,
2959924,GR9,2018-04-14 19:00:00,45.5,57.1,75.2,,,
2959925,LW2,2018-04-14 19:00:00,43.5,52.8,72.1,,,
2959926,GN0,2018-04-14 19:00:00,47.5,42.6,81.5,,,
2959927,KF1,2018-04-14 19:00:00,,,,,,
2959928,CD9,2018-04-14 19:00:00,,,95.7,,,
2959929,CT3,2018-04-14 19:00:00,,,,,,
2959930,CT2,2018-04-14 19:00:00,40.0,,,,,
2959931,BX9,2018-04-14 19:00:00,41.3,,,,,
2959932,BX1,2018-04-14 19:00:00,,,48.0,,,
2959933,TH4,2018-04-14 19:00:00,,,,,,
2959934,ST5,2018-04-14 19:00:00,24.0,,,,,
2959935,RB7,2018-04-14 19:00:00,49.0,,35.5,,,
2959936,TD5,2018-04-14 19:00:00,13.4,,,,,
2959974,CD1,2018-04-14 19:00:00,43.4,49.8,61.4,,,
2959975,BL0,2018-04-14 19:00:00,,55.6,83.2,,,
2959976,GR4,2018-04-14 19:00:00,43.8,51.9,40.9,,,
2959977,MY7,2018-04-14 19:00:00,44.5,58.7,,,,
2959978,HV1,2018-04-14 19:00:00,37.6,40.5,41.9,,,
2959979,GN3,2018-04-14 19:00:00,49.3,54.8,55.5,,,
2959980,GR9,2018-04-14 19:00:00,45.5,57.1,75.2,,,
2959981,LW2,2018-04-14 19:00:00,43.5,52.8,72.1,,,
2959982,GN0,2018-04-14 19:00:00,47.5,42.6,81.5,,,
2959983,KF1,2018-04-14 19:00:00,,,,,,
2959984,CD9,2018-04-14 19:00:00,,,95.7,,,
2959985,CT3,2018-04-14 19:00:00,,,,,,
2959986,CT2,2018-04-14 19:00:00,40.0,,,,,
2959987,BX9,2018-04-14 19:00:00,41.3,,,,,
2959988,BX1,2018-04-14 19:00:00,,,48.0,,,
2959989,TH4,2018-04-14 19:00:00,,,,,,
2959990,ST5,2018-04-14 19:00:00,24.0,,,,,
2959991,RB7,2018-04-14 19:00:00,49.0,,35.5,,,
2959992,TD5,2018-04-14 19:00:00,13.4,,,,,
2960030,CD1,2018-04-14 21:00:00,54.5,64.3,65.3,,,
2960031,BL0,2018-04-14 21:00:00,54.9,62.7,77.8,,,
2960032,GR4,2018-04-14 21:00:00,56.6,67.3,48.0,,,
2960033,MY7,2018-04-14 21:00:00,56.8,69.6,,,,
2960034,HV1,2018-04-14 21:00:00,44.3,45.0,31.6,,,
2960035,GN3,2018-04-14 21:00:00,64.1,72.3,52.4,,,
2960036,GR9,2018-04-14 21:00:00,63.7,76.6,83.5,,,
2960037,LW2,2018-04-14 21:00:00,57.0,65.7,88.5,,,
2960038,GN0,2018-04-14 21:00:00,64.4,61.0,71.4,,,
2960039,KF1,2018-04-14 21:00:00,,,,,,
2960040,CD9,2018-04-14 21:00:00,,,99.7,,,
2960041,CT3,2018-04-14 21:00:00,,,,,,
2960042,CT2,2018-04-14 21:00:00,56.0,,,,,
2960043,BX9,2018-04-14 21:00:00,58.5,,,,,
2960044,BX1,2018-04-14 21:00:00,,,40.1,,,
2960045,TH4,2018-04-14 21:00:00,,,,,,
2960046,ST5,2018-04-14 21:00:00,53.0,53.0,,,,
2960047,RB7,2018-04-14 21:00:00,56.0,58.6,40.1,,,
2960048,TD5,2018-04-14 21:00:00,32.5,,,,,
2960086,CD1,2018-04-14 22:00:00,64.1,70.2,60.2,,,
2960087,BL0,2018-04-14 22:00:00,,,,,,
2960088,GR4,2018-04-14 22:00:00,57.8,72.0,41.7,,,
2960089,MY7,2018-04-14 22:00:00,59.8,72.4,,,,
2960090,HV1,2018-04-14 22:00:00,42.2,43.2,31.9,,,
2960091,GN3,2018-04-14 22:00:00,61.5,67.2,52.9,,,
2960092,GR9,2018-04-14 22:00:00,65.4,75.5,76.0,,,
2960093,LW2,2018-04-14 22:00:00,62.5,73.4,77.3,,,
2960094,GN0,2018-04-14 22:00:00,68.6,61.8,67.3,,,
2960095,KF1,2018-04-14 22:00:00,,,,,,
2960096,CD9,2018-04-14 22:00:00,71.1,75.1,93.0,,,
2960097,CT3,2018-04-14 22:00:00,,,,,,
2960098,CT2,2018-04-14 22:00:00,68.0,,,,,
2960099,BX9,2018-04-14 22:00:00,62.1,,,,,
2960100,BX1,2018-04-14 22:00:00,,,57.6,,,
2960101,TH4,2018-04-14 22:00:00,,,,,,
2960102,ST5,2018-04-14 22:00:00,71.0,72.0,,,,
2960103,RB7,2018-04-14 22:00:00,52.0,46.4,38.0,,,
2960104,TD5,2018-04-14 22:00:00,47.6,,,,,
2960142,CD1,2018-04-14 23:00:00,59.4,70.7,50.4,,,
2960143,BL0,2018-04-14 23:00:00,59.5,68.8,65.8,,,
2960144,GR4,2018-04-14 23:00:00,52.8,62.4,42.6,,,
2960145,MY7,2018-04-14 23:00:00,57.0,72.5,,,,
2960146,HV1,2018-04-14 23:00:00,35.6,36.4,38.7,,,
2960147,GN3,2018-04-14 23:00:00,55.1,59.4,37.0,,,
2960148,GR9,2018-04-14 23:00:00,57.8,69.1,64.5,,,
2960149,LW2,2018-04-14 23:00:00,66.7,69.2,69.8,,,
2960150,GN0,2018-04-14 23:00:00,56.6,50.2,57.5,,,
2960151,KF1,2018-04-14 23:00:00,,,,,,
2960152,CD9,2018-04-14 23:00:00,,,89.9,,,
2960153,CT3,2018-04-14 23:00:00,58.0,49.6,,,,
2960154,CT2,2018-04-14 23:00:00,56.0,,,,,
2960155,BX9,2018-04-14 23:00:00,48.6,,,,,
2960156,BX1,2018-04-14 23:00:00,,,33.5,,,
2960157,TH4,2018-04-14 23:00:00,,,,,,
2960158,ST5,2018-04-14 23:00:00,57.0,66.0,,,,
2960159,RB7,2018-04-14 23:00:00,46.0,44.4,38.0,,,
2960160,TD5,2018-04-14 23:00:00,59.3,,,,,
2960198,CD1,2018-04-15 00:00:00,55.5,60.3,48.2,,,
2960199,BL0,2018-04-15 00:00:00,,,,,,
2960200,GR4,2018-04-15 00:00:00,49.1,53.8,36.6,,,
2960201,MY7,2018-04-15 00:00:00,53.1,63.5,,,,
2960202,HV1,2018-04-15 00:00:00,35.7,36.0,29.0,,,
2960203,GN3,2018-04-15 00:00:00,51.0,56.1,36.0,,,
2960204,GR9,2018-04-15 00:00:00,52.5,58.6,58.1,,,
2960205,LW2,2018-04-15 00:00:00,56.9,59.1,67.9,,,
2960206,GN0,2018-04-15 00:00:00,55.3,46.4,51.4,,,
2960207,KF1,2018-04-15 00:00:00,46.1,52.5,,,,
2960208,CD9,2018-04-15 00:00:00,46.8,50.0,80.5,,,
2960209,CT3,2018-04-15 00:00:00,49.0,49.0,54.8,,,
2960210,CT2,2018-04-15 00:00:00,59.0,,,,,
2960211,BX9,2018-04-15 00:00:00,47.8,,,,,
2960212,BX1,2018-04-15 00:00:00,,,33.8,,,
2960213,TH4,2018-04-15 00:00:00,,,,,,
2960214,ST5,2018-04-15 00:00:00,33.0,35.0,,,,
2960215,RB7,2018-04-15 00:00:00,41.0,56.4,31.2,,,
2960216,TD5,2018-04-15 00:00:00,54.0,,,,,
2960254,CD1,2018-04-15 01:00:00,49.6,54.5,48.0,,,
2960255,BL0,2018-04-15 01:00:00,,,,,,
2960256,GR4,2018-04-15 01:00:00,46.2,54.9,34.3,,,
2960257,MY7,2018-04-15 01:00:00,41.6,47.5,,,,
2960258,HV1,2018-04-15 01:00:00,43.2,42.7,26.1,,,
2960259,GN3,2018-04-15 01:00:00,48.8,51.4,36.7,,,
2960260,GR9,2018-04-15 01:00:00,49.1,54.8,48.4,,,
2960261,LW2,2018-04-15 01:00:00,45.6,54.1,52.8,,,
2960262,GN0,2018-04-15 01:00:00,51.2,43.8,47.1,,,
2960263,KF1,2018-04-15 01:00:00,36.2,41.3,,,,
2960264,CD9,2018-04-15 01:00:00,,,79.8,,,
2960265,CT3,2018-04-15 01:00:00,,,,,,
2960266,CT2,2018-04-15 01:00:00,49.0,,,,,
2960267,BX9,2018-04-15 01:00:00,52.0,,,,,
2960268,BX1,2018-04-15 01:00:00,,,34.7,,,
2960269,TH4,2018-04-15 01:00:00,,,,,,
2960270,ST5,2018-04-15 01:00:00,29.0,28.0,,,,
2960271,RB7,2018-04-15 01:00:00,50.0,48.4,31.3,,,
2960272,TD5,2018-04-15 01:00:00,32.6,,,,,
2960310,CD1,2018-04-15 02:00:00,48.1,52.5,41.0,,,
2960311,BL0,2018-04-15 02:00:00,,,,,,
2960312,GR4,2018-04-15 02:00:00,47.0,53.1,31.0,,,
2960313,MY7,2018-04-15 02:00:00,39.0,46.6,,,,
2960314,HV1,2018-04-15 02:00:00,46.3,47.1,22.8,,,
2960315,GN3,2018-04-15 02:00:00,46.9,49.8,40.2,,,
2960316,GR9,2018-04-15 02:00:00,49.1,54.1,44.1,,,
2960317,LW2,2018-04-15 02:00:00,48.1,56.3,56.6,,,
2960318,GN0,2018-04-15 02:00:00,51.2,44.5,48.1,,,
2960319,KF1,2018-04-15 02:00:00,,,,,,
2960320,CD9,2018-04-15 02:00:00,43.6,44.8,76.4,,,
2960321,CT3,2018-04-15 02:00:00,,,,,,
2960322,CT2,2018-04-15 02:00:00,43.0,,,,,
2960323,BX9,2018-04-15 02:00:00,47.6,,,,,
2960324,BX1,2018-04-15 02:00:00,,,41.1,,,
2960325,TH4,2018-04-15 02:00:00,,,,,,
2960326,ST5,2018-04-15 02:00:00,28.0,28.0,,,,
2960327,RB7,2018-04-15 02:00:00,47.0,47.2,31.2,,,
2960328,TD5,2018-04-15 02:00:00,27.3,,,,,
2960366,CD1,2018-04-15 03:00:00,50.0,54.4,34.1,,,
2960367,BL0,2018-04-15 03:00:00,,48.5,55.8,,,
2960368,GR4,2018-04-15 03:00:00,,50.1,,,,
2960369,MY7,2018-04-15 03:00:00,45.0,52.0,,,,
2960370,HV1,2018-04-15 03:00:00,39.6,39.3,23.4,,,
2960371,GN3,2018-04-15 03:00:00,45.8,50.3,41.3,,,
2960372,GR9,2018-04-15 03:00:00,47.1,55.0,43.7,,,
2960373,LW2,2018-04-15 03:00:00,52.7,53.6,59.4,,,
2960374,GN0,2018-04-15 03:00:00,47.3,42.3,49.6,,,
2960375,KF1,2018-04-15 03:00:00,36.3,40.7,,,,
2960376,CD9,2018-04-15 03:00:00,,,70.1,,,
2960377,CT3,2018-04-15 03:00:00,,,,,,
2960378,CT2,2018-04-15 03:00:00,53.0,,,,,
2960379,BX9,2018-04-15 03:00:00,41.7,,,,,
2960380,BX1,2018-04-15 03:00:00,,,49.8,,,
2960381,TH4,2018-04-15 03:00:00,,,,,,
2960382,ST5,2018-04-15 03:00:00,29.0,28.0,,,,
2960383,RB7,2018-04-15 03:00:00,46.0,46.2,32.0,,,
2960384,TD5,2018-04-15 03:00:00,24.8,,,,,
2960422,CD1,2018-04-15 04:00:00,48.4,50.6,35.2,,,
2960423,BL0,2018-04-15 04:00:00,,,,,,
2960424,GR4,2018-04-15 04:00:00,40.5,47.7,35.4,,,
2960425,MY7,2018-04-15 04:00:00,45.6,49.6,,,,
2960426,HV1,2018-04-15 04:00:00,28.2,29.6,27.1,,,
2960427,GN3,2018-04-15 04:00:00,47.9,54.4,39.7,,,
2960428,GR9,2018-04-15 04:00:00,42.3,51.7,49.0,,,
2960429,LW2,2018-04-15 04:00:00,46.6,53.1,57.5,,,
2960430,GN0,2018-04-15 04:00:00,50.8,46.1,50.3,,,
2960431,KF1,2018-04-15 04:00:00,35.0,39.3,,,,
2960432,CD9,2018-04-15 04:00:00,43.1,45.0,68.6,,,
2960433,CT3,2018-04-15 04:00:00,,,,,,
2960434,CT2,2018-04-15 04:00:00,48.0,,,,,
2960435,BX9,2018-04-15 04:00:00,45.5,,,,,
2960436,BX1,2018-04-15 04:00:00,,,38.1,,,
2960437,TH4,2018-04-15 04:00:00,,,,,,
2960438,ST5,2018-04-15 04:00:00,37.0,37.0,,,,
2960439,RB7,2018-04-15 04:00:00,44.0,41.0,28.5,,,
2960440,TD5,2018-04-15 04:00:00,27.8,,,,,
2960478,CD1,2018-04-15 05:00:00,45.3,55.8,36.9,,,
2960479,BL0,2018-04-15 05:00:00,,48.5,53.2,,,
2960480,GR4,2018-04-15 05:00:00,41.2,46.0,31.5,,,
2960481,MY7,2018-04-15 05:00:00,42.9,50.8,,,,
2960482,HV1,2018-04-15 05:00:00,31.8,32.3,24.7,,,
2960483,GN3,2018-04-15 05:00:00,57.1,64.7,43.9,,,
2960484,GR9,2018-04-15 05:00:00,43.0,52.9,47.6,,,
2960485,LW2,2018-04-15 05:00:00,43.8,56.5,58.9,,,
2960486,GN0,2018-04-15 05:00:00,64.3,57.3,51.7,,,
2960487,KF1,2018-04-15 05:00:00,33.9,38.0,,,,
2960488,CD9,2018-04-15 05:00:00,,,71.1,,,
2960489,CT3,2018-04-15 05:00:00,,,,,,
2960490,CT2,2018-04-15 05:00:00,53.0,,,,,
2960491,BX9,2018-04-15 05:00:00,47.3,,,,,
2960492,BX1,2018-04-15 05:00:00,,,43.3,,,
2960493,TH4,2018-04-15 05:00:00,,,,,,
2960494,ST5,2018-04-15 05:00:00,39.0,37.0,,,,
2960495,RB7,2018-04-15 05:00:00,54.0,56.4,28.8,,,
2960496,TD5,2018-04-15 05:00:00,33.5,,,,,
2960534,CD1,2018-04-15 06:00:00,47.7,54.6,45.7,,,
2960535,BL0,2018-04-15 06:00:00,,50.6,51.4,,,
2960536,GR4,2018-04-15 06:00:00,45.2,54.6,40.3,,,
2960537,MY7,2018-04-15 06:00:00,42.2,50.5,,,,
2960538,HV1,2018-04-15 06:00:00,33.7,33.2,30.7,,,
2960539,GN3,2018-04-15 06:00:00,48.6,50.2,43.2,,,
2960540,GR9,2018-04-15 06:00:00,43.7,51.7,50.5,,,
2960541,LW2,2018-04-15 06:00:00,54.5,63.2,59.3,,,
2960542,GN0,2018-04-15 06:00:00,52.6,47.9,45.7,,,
2960543,KF1,2018-04-15 06:00:00,,,,,,
2960544,CD9,2018-04-15 06:00:00,43.6,46.2,69.7,,,
2960545,CT3,2018-04-15 06:00:00,,,,,,
2960546,CT2,2018-04-15 06:00:00,53.0,,,,,
2960547,BX9,2018-04-15 06:00:00,36.1,,,,,
2960548,BX1,2018-04-15 06:00:00,,,38.0,,,
2960549,TH4,2018-04-15 06:00:00,,,,,,
2960550,ST5,2018-04-15 06:00:00,25.0,32.0,,,,
2960551,RB7,2018-04-15 06:00:00,46.0,49.8,22.7,,,
2960552,TD5,2018-04-15 06:00:00,28.6,,,,,
2960590,CD1,2018-04-15 07:00:00,49.9,54.1,47.3,,,
2960591,BL0,2018-04-15 07:00:00,41.3,44.8,42.8,,,
2960592,GR4,2018-04-15 07:00:00,37.3,38.9,31.4,,,
2960593,MY7,2018-04-15 07:00:00,41.2,48.3,,,,
2960594,HV1,2018-04-15 07:00:00,25.5,26.1,32.7,,,
2960595,GN3,2018-04-15 07:00:00,39.6,42.2,39.0,,,
2960596,GR9,2018-04-15 07:00:00,38.6,44.9,47.1,,,
2960597,LW2,2018-04-15 07:00:00,38.6,39.3,48.0,,,
2960598,GN0,2018-04-15 07:00:00,38.5,35.8,44.8,,,
2960599,KF1,2018-04-15 07:00:00,,,,,,
2960600,CD9,2018-04-15 07:00:00,,,67.4,,,
2960601,CT3,2018-04-15 07:00:00,,,,,,
2960602,CT2,2018-04-15 07:00:00,46.0,,,,,
2960603,BX9,2018-04-15 07:00:00,35.3,,,,,
2960604,BX1,2018-04-15 07:00:00,,,39.7,,,
2960605,TH4,2018-04-15 07:00:00,,,,,,
2960606,ST5,2018-04-15 07:00:00,23.0,26.0,,,,
2960607,RB7,2018-04-15 07:00:00,42.0,42.8,29.2,,,
2960608,TD5,2018-04-15 07:00:00,27.1,,,,,
2960646,CD1,2018-04-15 08:00:00,43.7,48.0,48.6,,,
2960647,BL0,2018-04-15 08:00:00,,35.9,39.0,,,
2960648,GR4,2018-04-15 08:00:00,22.9,36.0,19.0,,,
2960649,MY7,2018-04-15 08:00:00,34.3,42.2,,,,
2960650,HV1,2018-04-15 08:00:00,27.3,28.3,24.7,,,
2960651,GN3,2018-04-15 08:00:00,36.6,40.6,33.2,,,
2960652,GR9,2018-04-15 08:00:00,25.6,29.9,29.2,,,
2960653,LW2,2018-04-15 08:00:00,26.3,29.2,32.5,,,
2960654,GN0,2018-04-15 08:00:00,43.6,30.9,45.2,,,
2960655,KF1,2018-04-15 08:00:00,,,,,,
2960656,CD9,2018-04-15 08:00:00,39.2,46.6,73.6,,,
2960657,CT3,2018-04-15 08:00:00,,,,,,
2960658,CT2,2018-04-15 08:00:00,33.0,,,,,
2960659,BX9,2018-04-15 08:00:00,37.8,,,,,
2960660,BX1,2018-04-15 08:00:00,,,27.8,,,
2960661,TH4,2018-04-15 08:00:00,,,,,,
2960662,ST5,2018-04-15 08:00:00,22.0,22.0,,,,
2960663,RB7,2018-04-15 08:00:00,40.0,35.0,27.9,,,
2960664,TD5,2018-04-15 08:00:00,21.5,,,,,
2960702,CD1,2018-04-15 09:00:00,28.6,30.3,36.2,,,
2960703,BL0,2018-04-15 09:00:00,,24.3,28.7,,,
2960704,GR4,2018-04-15 09:00:00,16.2,21.2,12.9,,,
2960705,MY7,2018-04-15 09:00:00,23.0,32.8,,,,
2960706,HV1,2018-04-15 09:00:00,23.9,25.0,25.8,,,
2960707,GN3,2018-04-15 09:00:00,32.3,34.3,33.2,,,
2960708,GR9,2018-04-15 09:00:00,18.7,24.6,26.6,,,
2960709,LW2,2018-04-15 09:00:00,20.2,23.2,,,,
2960710,GN0,2018-04-15 09:00:00,36.8,29.9,36.4,,,
2960711,KF1,2018-04-15 09:00:00,,,,,,
2960712,CD9,2018-04-15 09:00:00,,,90.7,,,
2960713,CT3,2018-04-15 09:00:00,,,,,,
2960714,CT2,2018-04-15 09:00:00,19.0,,,,,
2960715,BX9,2018-04-15 09:00:00,31.2,,,,,
2960716,BX1,2018-04-15 09:00:00,,,25.1,,,
2960717,TH4,2018-04-15 09:00:00,,,,,,
2960718,ST5,2018-04-15 09:00:00,20.0,22.0,,,,
2960719,RB7,2018-04-15 09:00:00,35.0,33.4,24.1,,,
2960720,TD5,2018-04-15 09:00:00,22.2,,,,,
2960758,CD1,2018-04-15 10:00:00,20.6,22.8,28.2,,,
2960759,BL0,2018-04-15 10:00:00,15.0,19.4,18.7,,,
2960760,GR4,2018-04-15 10:00:00,12.8,19.4,9.9,,,
2960761,MY7,2018-04-15 10:00:00,23.5,31.9,,,,
2960762,HV1,2018-04-15 10:00:00,26.2,28.4,26.8,,,
2960763,GN3,2018-04-15 10:00:00,14.7,18.4,12.6,,,
2960764,GR9,2018-04-15 10:00:00,12.3,16.5,20.9,,,
2960765,LW2,2018-04-15 10:00:00,,,,,,
2960766,GN0,2018-04-15 10:00:00,9.7,11.1,15.5,,,
2960767,KF1,2018-04-15 10:00:00,,,,,,
2960768,CD9,2018-04-15 10:00:00,16.9,25.7,90.7,,,
2960769,CT3,2018-04-15 10:00:00,,,,,,
2960770,CT2,2018-04-15 10:00:00,22.0,,,,,
2960771,BX9,2018-04-15 10:00:00,14.8,,,,,
2960772,BX1,2018-04-15 10:00:00,,,8.0,,,
2960773,TH4,2018-04-15 10:00:00,,,,,,
2960774,ST5,2018-04-15 10:00:00,17.0,23.0,,,,
2960775,RB7,2018-04-15 10:00:00,33.0,26.8,27.4,,,
2960776,TD5,2018-04-15 10:00:00,20.0,,,,,
2960814,CD1,2018-04-15 10:00:00,20.6,22.8,28.2,,,
2960815,BL0,2018-04-15 10:00:00,15.0,19.4,18.7,,,
2960816,GR4,2018-04-15 10:00:00,12.8,19.4,9.9,,,
2960817,MY7,2018-04-15 10:00:00,23.5,31.9,,,,
2960818,HV1,2018-04-15 10:00:00,26.2,28.4,26.8,,,
2960819,GN3,2018-04-15 10:00:00,14.7,18.4,12.6,,,
2960820,GR9,2018-04-15 10:00:00,12.3,16.5,20.9,,,
2960821,LW2,2018-04-15 10:00:00,,,,,,
2960822,GN0,2018-04-15 10:00:00,9.7,11.1,15.5,,,
2960823,KF1,2018-04-15 10:00:00,,,,,,
2960824,CD9,2018-04-15 10:00:00,16.9,25.7,90.7,,,
2960825,CT3,2018-04-15 10:00:00,,,,,,
2960826,CT2,2018-04-15 10:00:00,22.0,,,,,
2960827,BX9,2018-04-15 10:00:00,14.8,,,,,
2960828,BX1,2018-04-15 10:00:00,,,8.0,,,
2960829,TH4,2018-04-15 10:00:00,,,,,,
2960830,ST5,2018-04-15 10:00:00,17.0,23.0,,,,
2960831,RB7,2018-04-15 10:00:00,33.0,26.8,27.4,,,
2960832,TD5,2018-04-15 10:00:00,20.0,,,,,
2960870,CD1,2018-04-15 12:00:00,16.0,20.3,35.7,,,
2960871,BL0,2018-04-15 12:00:00,,13.8,24.3,,,
2960872,GR4,2018-04-15 12:00:00,9.3,11.7,10.1,,,
2960873,MY7,2018-04-15 12:00:00,18.5,23.2,,,,
2960874,HV1,2018-04-15 12:00:00,13.1,18.6,34.0,,,
2960875,GN3,2018-04-15 12:00:00,14.4,18.1,17.4,,,
2960876,GR9,2018-04-15 12:00:00,11.1,17.8,27.9,,,
2960877,LW2,2018-04-15 12:00:00,,,,,,
2960878,GN0,2018-04-15 12:00:00,6.3,7.2,16.2,,,
2960879,KF1,2018-04-15 12:00:00,,,,,,
2960880,CD9,2018-04-15 12:00:00,14.8,24.5,99.5,,,
2960881,CT3,2018-04-15 12:00:00,,,,,,
2960882,CT2,2018-04-15 12:00:00,19.0,,,,,
2960883,BX9,2018-04-15 12:00:00,11.6,,,,,
2960884,BX1,2018-04-15 12:00:00,,,10.9,,,
2960885,TH4,2018-04-15 12:00:00,,,,,,
2960886,ST5,2018-04-15 12:00:00,,22.0,,,,
2960887,RB7,2018-04-15 12:00:00,14.0,10.4,13.7,,,
2960888,TD5,2018-04-15 12:00:00,13.2,,,,,
2960926,CD1,2018-04-15 13:00:00,15.7,17.0,32.5,,,
2960927,BL0,2018-04-15 13:00:00,,15.5,24.3,,,
2960928,GR4,2018-04-15 13:00:00,10.3,11.7,9.7,,,
2960929,MY7,2018-04-15 13:00:00,17.1,25.9,,,,
2960930,HV1,2018-04-15 13:00:00,17.6,22.3,22.6,,,
2960931,GN3,2018-04-15 13:00:00,12.0,13.7,13.7,,,
2960932,GR9,2018-04-15 13:00:00,9.7,14.6,19.5,,,
2960933,LW2,2018-04-15 13:00:00,,,,,,
2960934,GN0,2018-04-15 13:00:00,9.2,8.7,13.9,,,
2960935,KF1,2018-04-15 13:00:00,,,,,,
2960936,CD9,2018-04-15 13:00:00,,,100.7,,,
2960937,CT3,2018-04-15 13:00:00,,,,,,
2960938,CT2,2018-04-15 13:00:00,15.0,,,,,
2960939,BX9,2018-04-15 13:00:00,11.7,,,,,
2960940,BX1,2018-04-15 13:00:00,,,9.4,,,
2960941,TH4,2018-04-15 13:00:00,,,,,,
2960942,ST5,2018-04-15 13:00:00,,19.0,,,,
2960943,RB7,2018-04-15 13:00:00,16.0,9.4,14.1,,,
2960944,TD5,2018-04-15 13:00:00,9.8,,,,,
2960982,CD1,2018-04-15 14:00:00,11.9,14.6,34.5,,,
2960983,BL0,2018-04-15 14:00:00,6.2,11.5,23.3,,,
2960984,GR4,2018-04-15 14:00:00,6.0,10.3,6.7,,,
2960985,MY7,2018-04-15 14:00:00,11.3,20.9,,,,
2960986,HV1,2018-04-15 14:00:00,3.6,6.2,17.8,,,
2960987,GN3,2018-04-15 14:00:00,7.3,12.0,13.7,,,
2960988,GR9,2018-04-15 14:00:00,7.5,15.0,15.8,,,
2960989,LW2,2018-04-15 14:00:00,,,,,,
2960990,GN0,2018-04-15 14:00:00,7.1,5.4,12.0,,,
2960991,KF1,2018-04-15 14:00:00,,,,,,
2960992,CD9,2018-04-15 14:00:00,24.8,31.6,102.6,,,
2960993,CT3,2018-04-15 14:00:00,,,,,,
2960994,CT2,2018-04-15 14:00:00,17.0,,,,,
2960995,BX9,2018-04-15 14:00:00,7.5,,,,,
2960996,BX1,2018-04-15 14:00:00,,,7.0,,,
2960997,TH4,2018-04-15 14:00:00,,,,,,
2960998,ST5,2018-04-15 14:00:00,9.0,20.0,,,,
2960999,RB7,2018-04-15 14:00:00,13.0,11.8,13.9,,,
2961000,TD5,2018-04-15 14:00:00,6.9,,,,,
2961038,CD1,2018-04-15 15:00:00,8.0,11.1,32.4,,,
2961039,BL0,2018-04-15 15:00:00,4.6,7.3,22.8,,,
2961040,GR4,2018-04-15 15:00:00,3.7,4.7,8.1,,,
2961041,MY7,2018-04-15 15:00:00,6.4,17.5,,,,
2961042,HV1,2018-04-15 15:00:00,3.1,9.3,22.3,,,
2961043,GN3,2018-04-15 15:00:00,5.3,8.2,13.1,,,
2961044,GR9,2018-04-15 15:00:00,4.4,10.6,13.6,,,
2961045,LW2,2018-04-15 15:00:00,,,,,,
2961046,GN0,2018-04-15 15:00:00,4.5,6.2,11.5,,,
2961047,KF1,2018-04-15 15:00:00,,,,,,
2961048,CD9,2018-04-15 15:00:00,,,97.0,,,
2961049,CT3,2018-04-15 15:00:00,,,,,,
